Time,Position_x,Position_y,Position_z,Target_x,Target_y,Target_z
[9.306],0.275573149017262,0.09660139796385685,0.0,0.03566745214282011,0.5989389224767745,0.0
[9.308],0.275573149017262,0.09660139796385685,0.0,0.034663870750096894,0.5989978431218435,0.0
[9.31],0.275573149017262,0.09660139796385685,0.0,0.03366019204363589,0.5990550821682306,0.0
[9.312],0.275573149017262,0.09660139796385685,0.0,0.03265641884111696,0.5991106394552458,0.0
[9.314],0.275573149017262,0.09660139796385685,0.0,0.03165255396048734,0.59916451482692,0.0
[9.316],0.275573149017262,0.09660139796385685,0.0,0.030648600219949553,0.599216708132006,0.0
[9.318],0.27348058106091894,0.1011108649306662,0.0,0.029644560437957695,0.5992672192239789,0.0
[9.32],0.27348058106091894,0.1011108649306662,0.0,0.02864043743320528,0.5993160479610359,0.0
[9.322],0.27348058106091894,0.1011108649306662,0.0,0.02763623402462105,0.5993631942060976,0.0
[9.324],0.27348058106091894,0.1011108649306662,0.0,0.02663195303135948,0.5994086578268081,0.0
[9.326],0.27348058106091894,0.1011108649306662,0.0,0.025627597272791246,0.5994524386955346,0.0
[9.328],0.27348058106091894,0.1011108649306662,0.0,0.02462316956849906,0.5994945366893687,0.0
[9.33],0.27348058106091894,0.1011108649306662,0.0,0.02361867273826546,0.5995349516901268,0.0
[9.332],0.27348058106091894,0.1011108649306662,0.0,0.0226141096020692,0.5995736835843495,0.0
[9.334],0.27348058106091894,0.1011108649306662,0.0,0.021609482980073026,0.5996107322633025,0.0
[9.336],0.27348058106091894,0.1011108649306662,0.0,0.020604795692620057,0.5996460976229774,0.0
[9.338],0.27147809472521944,0.10568519926773412,0.0,0.019600050560221575,0.5996797795640909,0.0
[9.34],0.27147809472521944,0.10568519926773412,0.0,0.018595250403553403,0.5997117779920861,0.0
[9.342],0.27147809472521944,0.10568519926773412,0.0,0.01759039804344369,0.5997420928171319,0.0
[9.344],0.27147809472521944,0.10568519926773412,0.0,0.016585496300868745,0.5997707239541239,0.0
[9.346],0.27147809472521944,0.10568519926773412,0.0,0.01558054799694351,0.5997976713226844,0.0
[9.348],0.27147809472521944,0.10568519926773412,0.0,0.014575555952912041,0.5998229348471626,0.0
[9.35],0.27147809472521944,0.10568519926773412,0.0,0.013570522990143321,0.599846514456635,0.0
[9.352],0.27147809472521944,0.10568519926773412,0.0,0.012565451930119069,0.5998684100849051,0.0
[9.354],0.27147809472521944,0.10568519926773412,0.0,0.011560345594430097,0.5998886216705042,0.0
[9.356],0.27147809472521944,0.10568519926773412,0.0,0.010555206804764112,0.5999071491566913,0.0
[9.358],0.26991319157795424,0.10924786341850234,0.0,0.009550038382902063,0.5999239924914531,0.0
[9.36],0.26991319157795424,0.10924786341850234,0.0,0.008544843150705953,0.5999391516275044,0.0
[9.362],0.26991319157795424,0.10924786341850234,0.0,0.007539623930114654,0.5999526265222884,0.0
